"index","mzmed","rtmed","matched","qSvsMB","qSvsNC","swipesRight","swipesTotal","MB_0","MB_1","MB_2.5","MB_4.5","MB_6.5","MB_8.5","MB_26.5","NC_0","NC_1","NC_2.5","NC_4.5","NC_6.5","NC_8.5","NC_26.5","S1_0","S1_1","S1_2.5","S1_4.5","S1_6.5","S1_8.5","S1_26.5","S2_0","S2_1","S2_2.5","S2_4.5","S2_6.5","S2_8.5","S2_26.5","S3_0","S3_1","S3_2.5","S3_4.5","S3_6.5","S3_8.5","S3_26.5"
11384,311.08096,967.518,0,0.26238,0.14473,0,0,70.12,402.64,1085.65,852.77,1249.62,1476,1177.52,465.98,668.64,1849.82,1023.09,1634.51,1517.01,1517.01,657.72,987.36,1729.99,1709.35,2256.46,2584.69,2946.73,646.8,883.84,1107.49,2775.96,3639.23,3274.44,2452.5,680.44,964.95,1140.42,1890.64,1877.72,2385.32,2524.33
11394,311.12727,689.141,0,0.27135,0.03235,0,0,0,0,0,345.83,152.64,296.32,636.92,211.85,450.31,496.3,564.43,117.94,562.38,562.38,369.06,507.26,421.39,1239.48,2957.85,2239.5,2583.82,370.36,540.7,532.92,1098.19,2344.18,3041.22,2767.13,598.57,412.61,196.22,825.11,2177.01,2688.78,2173.54
11419,311.22117,969.224,0,0.00959,0.22404,0,0,0,0,0,196.33,96.73,323.47,323.36,2098.07,2830.08,2462.6,2245.48,2624.48,3034.33,3034.33,2222.7,2558.59,2765.14,3188.26,3263.28,2991.52,3420.97,2362.63,2576.02,3095.51,2992.92,3603.75,3777.14,3953.7,2378.74,2583.87,2626.72,3418.99,3245.04,3637.18,4373.15
11452,312.11076,115.038,0,0.29613,0.02123,0,0,0,9.64,479.91,64.16,0,86.52,0,148.99,26.33,199.17,4956.57,6862.74,7076.24,7076.24,158.1,54.95,119.15,1066.28,1276.96,1147.84,1531.97,147.25,65.98,222.01,1292.77,1946.08,1169.39,1820.34,114,18.72,210.02,1580.08,1788.49,1402.64,1163.9
11488,312.46356,435.859,0,0.73115,0.4215,0,0,0,0,0,527.18,2698.42,2307.2,3820.7,0,0,0,371.62,1769.46,1248.05,1248.05,0,0,102.69,857.93,1485.35,2756.58,2069.44,0,0,0,2329.97,1752.41,2844.25,1266.81,0,0,0,1184.29,2010.03,1941.32,1372.47
11515,313.06234,62.4271,0,0.57703,0.01637,0,0,0,0,0,594.63,517.53,358.26,868.57,0,0,199.57,404.65,275.13,0,0,0,0,208.82,887.09,2139.18,1223.79,1132.39,0,147.86,592.34,644.72,1194.25,1328.95,2460.48,0,0,500.92,529.73,1335.48,938.56,2104.82
11519,313.09,63.05175,0,0.31378,0.00861,0,0,0,0,0,557.15,485.03,544.79,1100.56,0,0,186.98,379.17,257.8,0,0,0,122.76,195.76,1002.5,2055.11,1147.29,2865.83,0,138.53,555.22,603.86,1177.9,1440.57,1748.41,0,0,469.71,496.37,1412.71,1910.14,847.78
11534,313.14286,835.1445,0,0.27879,0.04734,0,0,0,117.94,149.15,195.91,0,0,0,158.51,0,99.61,0,0,225.88,225.88,116.34,202.55,250.01,864.19,1865.38,954.01,681.17,235.97,42.62,242.19,1590.81,1152.17,1325.06,573.08,157.86,136.19,0,1808.17,1822.73,1725.73,941.64
11634,314.34128,1144.45,0,0.3147,0.64775,0,0,78.83,385.21,855.52,1123.93,891.36,1552.64,1221.57,45.77,215.09,470.27,4535.8,5027.95,4543.99,4543.99,52.24,194.61,501.66,3354.79,3240.02,5610,6760.09,86.02,266.12,690.84,5782.89,556.43,4768.92,4934.47,60,257.87,605.8,3845.55,4560.26,4948.96,4323.25
11666,315.04741,116.212,0,0.71878,0.0264,0,0,0,0,0,282.93,379.28,455.25,0,8.02,0,0,5775,4657.57,6426.45,6426.45,0,0,0,229.68,0,0,294.32,16.12,0,0,380.61,374.37,297.4,0,8.1,0,0,421.16,271.86,0,603.78
11668,315.04939,817.113,0,0.08195,0.70084,0,0,0,0,0,0,0,0,0,1086.25,1545.09,746.84,550.13,0,0,0,2275.77,1481.57,2259.96,642.69,285.9,582.15,406.9,1619.17,1813.76,1571.28,1171.92,469.93,0,369.41,1297.23,1402.67,1261.61,0,0,390.78,379.87
11669,315.0494,1071.975,0,0.12965,0.02266,0,0,0,0,0,0,0,0,0,64.2,21.27,0,0,0,0,0,86.59,47.73,0,4732.96,6843.9,5399.87,0,87.2,0,0,4450.53,7247.76,6111.37,0,88.35,50.45,0,2958.92,6360.7,5189.33,1087.19
11687,315.14173,881.795,0,0.40936,0.58191,0,0,44.64,0,0,850.09,1654.48,960.76,1191.25,804.66,1477.55,266.58,449.79,590.77,449.81,449.81,909.61,1230.75,1754.01,613.67,1087.13,798.69,607.83,1123.54,1488.27,629.49,1173.62,1318.41,979.52,1066.36,1051.28,1523.49,776.1,1325.89,1507.29,1180.75,1076.76
11743,316.01379,583.4735,0,0.03975,0.72798,0,0,0,0,0,0,0,0,0,1427.06,1567.65,904.12,0,0,0,0,1532.82,1536.78,1040.5,0,0,0,0,1570.04,2033.1,1259.42,0,0,0,305.47,1415.76,1741.17,1263.97,2597.39,0,0,0
11744,316.01377,460.513,0,0.19052,0.74111,0,0,0,0,0,0,0,0,0,1230.17,1547.15,1254.41,0,0,0,0,1446.55,834.11,1434.42,0,0,0,0,1472.13,1259.33,1188.27,0,0,0,0,1363.7,1327.25,1729.01,211.86,204.01,0,0
11746,316.03402,483.9175,0,0.03049,0.0173,0,0,0,0,0,0,0,0,0,17.1,0,0,411.24,315.47,342.24,342.24,18.31,0,0,0,949.21,1673.55,2436.16,0,0,0,752.76,1958.08,932.03,1528.44,0,0,0,256.64,685.83,1184.52,2208.04
11754,316.08112,1009.29,0,0.19705,0.03302,0,0,0,0,17.77,0,0,54.26,0,7.82,0,234.82,110.21,179.82,331.83,331.83,14.46,14.17,174.93,8430.64,3384.78,8741.76,61.01,11.81,0,103.02,8277.85,6108.99,15742.14,57.2,6.61,17.32,366.81,8402.24,9475.45,12653.89,4380.41
11767,316.13619,119.5575,0,0.23223,0.2584,0,0,0,43.97,311.39,0,287.52,1038.77,270.49,1145.51,1601.09,2015.79,378.81,1481.45,1918.54,1918.54,1134.22,982.11,1175.38,0,0,0,0,910.42,1431.68,999.72,277.61,0,0,514.13,1242.29,936.21,1377.4,0,806.04,0,490.57
11781,316.16866,493.133,0,0.73319,0.32872,0,0,0,1536.3,627.19,1740.84,790.93,1949,648.49,0,1614.68,281.72,3963.79,4094.91,3762.92,3762.92,0,1517.79,860.31,1634.57,4614.95,3020.74,832.28,4.82,1603.26,1449.25,5237.05,4894.25,4077.58,1124.61,9.53,1295.94,95.68,925.77,1443.37,5300.61,1730.36
11790,316.18633,121.9845,0,0.76728,0.55039,0,0,0,1468.43,2160.4,4698.71,4521.3,4417.09,4525.73,5.85,5639.77,2319.47,8198.85,8620.44,7215.97,7215.97,0,1429.38,2037.95,3698.68,4993.28,4437.94,5231.21,0,2160.6,2177.82,4098.68,4660.06,6372.79,8287.37,0,1876.36,2584.47,4179.42,4220.83,6334.19,8124.43
11797,316.21157,652.3295,0,0.69449,0.22944,0,0,0,0,0,2895.74,6945.58,6475.59,1696.33,157.96,173.9,125.86,1703.52,8166.56,8975.27,8975.27,183.91,109.51,63.01,1319.47,4563.68,2488.73,6636.6,157.17,177.88,84.61,4252.2,2095.98,6125.84,3557.29,175.12,194.55,108.84,1329.72,4275.45,5795.38,4611.15
11809,316.2842,895.642,0,0.56841,0.00152,0,0,0,0,0,291.9,541.67,1727.9,1725.92,0,0,0,0,0,0,0,0,33.15,0,145.21,909.44,1879.97,3153.1,0,0,0,359.01,911.07,1293.06,3986.6,0,0,0,168.92,628.5,1382.59,3124.03
11836,317.06495,774.2425,0,0.21737,0.03877,0,0,0,0,0,0,0,0,0,11380.81,15928.68,13527.8,13680.72,13900.28,14038.96,14038.96,12040.3,13885.28,15362.5,6487.41,1257.33,76.8,0,9942.96,15009.39,14355.41,6682.35,1300.23,148.56,0,11516.88,13910.56,15348.49,6074.51,1432.69,120.31,0
11838,317.06508,705.045,0,0.05413,0.06308,0,0,0,0,18.7,33.19,0,0,0,7302.32,8615.78,6325.65,6335.56,6059.71,6297.72,6297.72,7006.22,6954.86,8079.65,4456.72,3889.93,3536.12,1447.59,7132.36,7860.02,7189.18,6038.34,4283.77,3489.78,1824.33,6561.07,7291.54,7890.21,5091.24,4102.21,3458.42,1679.39
11839,317.06515,1095.09,1,0.28661,0.04432,0,0,0,0,0,0,0,0,0,10.78,16.59,27.4,0,42.83,53.6,53.6,9.72,0,0,5809.3,4881.41,3301.01,1884.71,6.37,0,0,2603.32,5240.26,4365.31,2220.7,5.36,14.97,43.26,1519.64,13163.31,8675.24,3067.31
11840,317.06517,964.5245,0,0.31513,0.10524,0,0,0,0,0,0,0,0,0,115.8,0,0,0,400.66,0,0,216.3,0,0,868.29,1328.34,1457.86,0,141.78,94.92,0,1746.72,892.89,1159.78,547.2,236.64,75.25,0,373.88,956.46,708.83,689.14
11877,317.18986,364.3,0,0.77577,0.01093,0,0,0,461.21,382.52,3389.69,2320.65,3080.81,2626.37,0,120.23,79.55,394.98,934.51,1208.7,1208.7,0,90.59,131.47,2348.24,3236.13,3570.57,5392.79,0,151.5,32.12,1695.58,2635.04,3040.43,5012.21,0,84.71,83.4,3199.43,2578.76,3835.39,5488.07
11935,318.07295,862.563,0,0.439,0.06734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900.24,2259,0,0,0,0,0,314.73,1027.81,190.03,0,0,0,0,0,734.65,3549.63
12000,318.29984,1015.91,0,0.22424,0.69708,0,0,78.91,278.22,970.96,1546.05,1211.61,1428.91,1143.88,120.84,394.46,1050.67,7820.75,6520.2,10159.17,10159.17,99.08,335.65,971.38,8093.67,7406.43,6836.47,11160.23,108.08,359.08,1022.27,9574.92,1687.77,9818.43,7537.76,131.86,337.61,1015.81,7278.45,9869.19,8866.61,7277.94
12001,318.29985,931.071,0,0.26769,0.58304,0,0,0,8.9,16.06,0,0,0,0,0,3.42,11.09,25365.68,22794.36,27390.99,27390.99,0,3.78,0,21939.21,24588.09,16100.13,22926.89,1.32,0,7.89,22562.34,627.68,20144.76,22231.76,3.78,0,21.9,18611.45,24363.72,16523.82,22271.72
12027,318.93707,66.6439,0,0.02088,0.00319,0,0,14.65,0,73.01,437.23,1024.64,1296.94,1029.04,61.94,0,812.96,531.17,342.89,432.76,432.76,118.29,0,1442.04,2048.07,3143.84,2768.26,3984.39,35.58,0,1241.94,2496.75,2926.42,3501.65,4638.75,56.71,40.53,901.16,2777,2659.06,3835.7,4278.76
12032,319.02191,583.797,0,0.10996,0.27996,0,0,0,0,0,0,0,0,0,577.62,391.76,208.56,0,0,0,0,718.82,819.24,493.41,0,0,0,0,965.15,1138.82,174.62,586.84,0,0,0,914.4,853.39,330.85,899.13,0,0,0
12038,319.06612,62.9397,0,0.09531,0.02114,0,0,0,68.84,927.01,454.64,1346.35,1264.46,1149.35,52.29,0,546.81,1355.1,1483.81,696.68,696.68,97.75,97.22,495.78,458.76,1819.14,2112.36,3243.01,71.53,75.03,571.62,1002.3,2307.96,3236.19,4118.03,94.27,75.78,481.55,2381.08,1774.53,2865.01,3139.83
12112,319.98217,133.8885,0,0.74923,0.12513,0,0,0,0,0,0,0,0,0,2428.58,4055.87,3883,4337.89,3680.47,3416.81,3416.81,3250.93,4386.05,5677.9,56.15,0,0,0,3055.6,4799.33,5376.22,0,0,0,0,2991.52,3873.45,4952.21,130.52,0,112.51,0
12179,320.68639,504.604,0,0.15243,0.0206,0,0,0,0,1472.54,1810.24,220.59,1278.4,0,0,20.42,1291.14,504.69,527.89,733.19,733.19,0,0,629.61,2286.25,763.35,1096.5,5704.24,0,0,348.09,1571.93,1148.1,1552.52,4705.45,0,0,847.42,1106.49,1560.28,813.64,3404.32
12191,320.99269,583.689,0,0.03779,0.69162,0,0,0,52.9,0,0,0,0,0,862.47,1355.42,518.16,0,0,0,0,1237.03,1135.86,831.56,0,0,0,0,1109.41,1506.5,647.55,0,0,0,0,1204.58,1249.11,910.04,2152.16,0,0,0
12194,321.03746,482.989,0,0.12465,0.02266,0,0,13.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1367.26,1405.99,2541.08,0,0,0,0,1175.54,901.82,1674.04,0,0,0,0,1027.33,1392.75,1602.84
12266,321.86682,68.8595,0,0.79422,0.05921,0,0,9.49,0,1519.94,3020.04,2729.94,2508.26,2191.36,1559.83,1120.09,1535.85,669.65,1026,0,0,2189.78,782.85,2463.91,2736.05,1992.9,2350.01,2209.11,1896.87,1383.96,1134.39,2186.96,2540.6,2340.21,2289.29,1978.09,973.82,1761.16,1956.85,1219.65,2477.52,2151.94
12268,321.89348,107.5205,0,0.72454,0.02858,0,0,0,0,0,349.47,279.68,541.9,0,580.4,1549.73,1799.72,3158.84,3621.02,2821.38,2821.38,748.14,1754.71,1376.53,687.31,845.65,221.64,0,661.67,1757.96,1267.73,748.32,506.25,233.36,0,647.75,1578.74,1835.54,388.78,671.33,288,0
12269,321.89674,68.7566,0,0.74783,0.11393,0,0,18.93,0,1387.95,3153.85,2660.46,2585.89,2181.37,1620.97,974.03,1597.62,696.97,556.48,0,0,2204.04,812.97,1000.65,2858.24,2072.38,1745.78,1794.7,1973.19,1267.96,1087.83,2275.31,1993.02,1594.95,2095.05,2032.18,945.96,1407.04,2046.47,1275.71,2120.24,1982.98
12272,321.9614,102.2645,0,0.35496,0.65703,0,0,0,0,0,0,0,0,0,7665.73,3328.99,3785.97,1462.25,1629.22,1393.53,1393.53,8380.51,3116.91,4037.01,2322.28,1196.42,1858.69,0,8003.75,3577.12,3583.22,2425.81,1341.61,1557.22,0,7993.75,3545.9,3842.86,1998.52,3164.54,1811.23,0
12273,321.99791,93.53885,0,0.17091,0.11593,0,0,0,0,0,0,0,0,0,808.4,2928.06,264.45,1616.73,1488,1316.17,1316.17,757.74,2528.64,4132.44,4021.33,3746.04,3740.82,0,2667.33,3203.64,3489.28,4743.76,3282.81,4178.71,0,863.77,2682.81,3689.13,3014.54,7499.7,2112.95,213.15
12276,322.03415,96.9636,0,0.01626,0.04877,0,0,0,0,0,0,0,0,0,3848.65,3380.8,4373.3,1825.3,1822.82,1516.08,1516.08,4354.02,3499.17,4779.48,3842.64,3342.8,3415.48,0,3491.18,4125.16,3753.21,4707.52,2502.19,3606.07,0,3958.18,3420.6,4231.28,2875.2,7257.18,2418.36,0
12280,322.04939,878.446,0,0.04967,0.00883,0,0,0,0,0,0,205.94,0,0,17.64,66.07,0,0,0,0,0,0,0,0,0,847.03,1136.98,1402.05,0,0,0,196.55,789.75,1274.52,2122.09,0,0,0,472.76,979.82,1388.09,1871.09
12284,322.08425,359.769,0,0.31513,0.15741,0,0,0,127.68,0,236.11,578.88,644.47,465.01,172.95,238.3,563.92,3187.03,3583.95,1834.21,1834.21,450.47,511.56,434.65,146.48,677.26,506.26,475.37,439,391.63,268.34,706.61,294.22,598.27,137.07,321.98,408.88,277.04,998.67,230.34,210.82,135.8
12353,323.07341,410.677,0,0.16619,0.65586,0,0,0,51.73,0,0,0,0,0,1541.41,1383.71,1062.97,0,621.73,312.23,312.23,1423.37,930.83,970.71,1402.72,241.24,0,0,1259.04,1001.83,0,1389.77,530.74,256.13,0,1342.48,1329.74,1093.26,319.57,286.66,245.07,233.29
12356,323.09671,937.058,0,0.06879,0.2175,0,0,0,23.61,0,0,0,78.36,94.08,1325.19,2679.74,2717.78,1986.94,2736.25,2703.32,2703.32,1593.37,1669.46,2173.63,2755.14,2655.98,2967.26,4805.78,1360.08,2148.84,2532.24,3236.57,2891.37,2254.47,3784.89,1479.54,1630.26,3305.73,3102.35,2956.34,3916.73,4048.72
12357,323.10978,392.492,0,0.03049,0.06237,0,0,0,0,0,178.82,180.43,412.25,169.85,1991.94,2273.97,1925.84,2102.87,1191.37,2144.72,2144.72,1935.19,1926.12,1802.66,1285.17,205.01,361.68,175.41,1770.29,2473.34,1818.26,685.24,1075.01,148.07,173.37,1791.98,2210.67,1702.69,640.37,1255.5,883.29,173.93
12434,324.12856,119.616,0,0.57212,0.00785,0,0,0,27.31,36.1,66.3,0,0,0,678.14,2063.38,861.34,6006.16,7024.87,9002.29,9002.29,894.64,1494.92,1498.31,0,0,0,0,696.61,1708.14,884.21,71.68,147.09,0,0,759.13,1688.66,817.68,510.73,107,0,89.83
12468,324.28682,1004.69,0,0.11866,0.72382,0,0,0,16.54,0,0,0,0,0,0,0,0,3122.38,3660.81,5010.99,5010.99,0,0,0,3322.01,4707.65,3135.27,5365.46,0,0,0,4648.56,68.98,4059.53,5029.84,0,0,0,3973.13,6612.04,4168.49,5609.87
12490,324.96968,101.8105,0,0.3895,0.66154,0,0,0,276.55,94.84,131.83,787.38,0,177.61,2273.33,1179.82,586.25,153.19,375.62,0,0,2180.02,1404.16,964.86,0,139.34,0,756.33,2162.45,935.77,1366.95,0,1561.83,0,344.99,2034.53,965.74,933.48,394.55,0,0,559.87
12499,325.08899,235.856,0,0.29295,0.04771,0,0,0,0,0,0,185.55,202.51,0,1101.56,1565.42,1576.22,2344.53,3408.94,1994.5,1994.5,1175.28,1354.08,1420.6,197.13,204.19,0,148.85,1016.58,2353.43,1500.26,139.93,145.95,0,171.34,1085.75,1536.23,1166,306.81,0,300.88,131.31
12511,325.13908,533.5785,0,0.04126,0.00772,0,0,0,51.8,0,0,108.63,149.17,93.12,294.97,197.97,245.1,262.88,187.35,156.43,156.43,371.26,316.97,183.04,864.66,2588.32,2139.21,3003.25,441.94,245.05,237.43,811.83,1643.84,2521.24,3463.18,289.53,191.3,193.98,1401.21,1571.73,2103.6,2490.58
12512,325.14283,798.884,0,0.00029,0.00015,0,0,0,0,0,0,0,0,0,71.17,40.98,24.27,0,0,0,0,68.61,32.34,0,68.41,2554.4,3240.63,13173.44,74.58,63.72,28.55,133.25,2117.74,3312.12,10627.27,66.14,30.58,0,0,1154.61,2340.79,10818.89
12519,325.1532,330.617,0,0.6727,0.40736,0,0,0,90.68,302.71,1982.83,2193.65,2169.19,1990.23,0,64.66,366.41,3882.06,2203.32,4653.07,4653.07,0,95.32,54.69,1626.42,1824.49,1645.24,3923.7,0,31.41,191.88,1610.3,2758.03,2368.81,3453.51,4.82,72.88,355.02,1542.22,2125.65,2388.55,3368.1
12542,325.20062,1075.85,0,0.17609,0.49914,0,0,56.01,101.94,121.71,233.37,165.68,487.85,386.99,1426.57,1964.59,1820.9,191.57,348.41,663.44,663.44,1839.2,1814.45,2414.65,1841.81,1204.49,302.52,167.94,1430.51,2760.07,1215.15,974.83,1148.89,974.96,353.3,1511.44,1721,3097.19,1606.09,492.77,257.17,0
12543,325.2009,1219.64,0,0.50037,0.55495,0,0,245.63,658.27,1053.21,2361.06,3749.62,4472.77,1988.17,209.87,652.44,1994.51,2814.25,1721.64,1914.88,1914.88,250.3,370.24,1536.59,1839.47,3270.49,2455.38,1209.81,467.21,549.84,848.18,2835.69,1849.4,2024.7,860.66,187.49,511.42,823.98,2573.96,1576.7,3329.03,1522.86
12558,325.64633,374.906,0,0.77577,0.31458,0,0,0,0,0,210.53,268.12,200.6,0,0,0,0,2530.22,3460.96,1549.14,1549.14,0,0,0,716.39,382.06,242.32,589.85,0,34.46,0,350.94,1253.09,1304.8,515.34,0,0,0,817.79,503.2,235.47,253.34
12566,325.81098,72.2056,0,0.77089,0.73049,0,0,20.5,0,0,0,0,0,0,696.17,683.13,0,0,0,0,0,649.34,1007.73,0,0,0,0,0,764.55,988.97,0,0,0,0,0,716.77,958.18,0,0,0,0,0
12581,326.12306,125.53,0,0.03232,0.04793,0,0,0,239.1,259.8,1682.14,1478.73,1022.97,75.11,6054.79,3691.34,3183.77,9088.85,6952.44,8151.82,8151.82,5067.95,3480.24,4063.71,630.37,1537.49,873.34,209.93,4278.22,3499.9,3406.24,925.04,1454.45,542,616.33,6956.27,3979.24,3272.38,3007.12,1698.06,1148.68,515.5
12585,326.13439,130.1175,0,0.49449,0.03036,0,0,0,293.62,301.29,2463.06,2009.28,1390.2,102.02,4175.92,3312.17,2635.76,5016.4,5492.65,7136.69,7136.69,4357.53,2767.04,350,2479.25,1695.03,1186.66,361.34,4543.79,254.73,2510.58,2630.43,1891.64,1747.56,957.16,4671.11,3935.62,2713.02,2927.68,2319.24,1653.96,945.11
12607,326.20709,334.504,0,0.39646,0.0015,0,0,2.87,364.14,1087.71,2398.05,3541.06,1576.78,4846.36,0,910.36,1472.64,2365.94,2654,2776.7,2776.7,4.1,746.15,1733.65,2398.25,4518.93,4806.65,12011.22,3.18,858.47,1324.98,2382.15,2845.31,4125.93,4700.84,9.35,752.31,1484.78,2347.24,814.68,5357.09,10273.25
12665,327.15988,271.643,0,0.14966,0.01874,0,0,3.84,24.05,265.22,376.6,1306.35,465.8,1799.85,0,29.67,0,102,72.23,262.51,262.51,0,0,43.74,2533.39,4202.69,3894.46,1048.16,0,72.13,0,2558.52,4372.15,5673.12,633.5,4.32,40.8,40.69,2397.81,5081.4,3234.64,843.52
12684,327.21326,92.20695,0,0.02147,0.01298,0,0,0,3191.91,3544.13,6179.22,9378.83,12628.91,1672.01,50.7,2322.33,4518.58,1276.57,2068.24,1450.66,1450.66,58.32,2064.47,4226.87,6368.85,7085.83,9446.11,21116.48,36.41,2676.19,4393.97,6057.97,7017.86,10840.2,780.2,50.44,2521.76,3767.09,6163.11,8504.88,8676.31,15319.25
12704,327.65994,546.171,0,0.33406,0.11458,0,0,0,0,0,6889.62,11743.82,11936.27,6733.95,0,0,0,5078.95,3883.28,11636.72,11636.72,0,0,0,1583.61,1664.56,1535.55,9968.67,0,0,0,1416.19,10478.42,1787.27,329.58,0,0,0,1885.23,1519.37,1545.54,835.03
12706,327.66169,272.623,0,0.33062,0.02573,0,0,0,0,82.49,634.16,176.28,309.38,165.45,0,31.99,171.47,209.17,141.26,189.41,189.41,0,85.62,0,0,1140.63,1200.51,185.66,0,0,191.74,595.73,2339.28,2655.26,357.78,0,0,97.93,1680.98,2464.28,1798.14,145.03
12726,328.07094,90.2997,0,0.76884,0.2031,0,0,3.73,309.02,279.03,0,552.69,447.32,762.47,2446.02,4842.88,4401.27,4156.44,2335.6,5071.94,5071.94,3141.61,4259.75,4445.21,224.87,335.39,1022.06,378.8,2409.61,5172.46,5188.43,430.89,235.64,684.9,923.28,2446.46,3871.18,3314,198.53,445.76,936.9,941.08
12736,328.15,107.72,0,0.32983,0.7388,0,0,9.04,29.07,60.56,0,90.71,93.56,128.46,3412.09,3040.21,1049.76,872.21,1081.47,1477.13,1477.13,2994.15,2240.13,427.8,570.71,667.39,626.73,1084.18,2629.13,2666.36,668.77,712.34,349.76,646.84,693.38,3454.84,2573.53,1244.89,493.8,642.19,618.94,1169.68
12737,328.14967,224.812,0,0.01117,0.32929,0,0,5.09,6.8,14.84,31.99,106.38,99.02,66.9,8047.64,7161.61,6500.51,13325,1180.12,14689.91,14689.91,9674.03,8114.83,8629.22,6306.54,5688.78,5728.58,210.97,7793.98,7048.77,7531.17,5458.09,6201.44,5544.02,6441.68,6664.28,7008.68,7014.52,7168.03,5242.95,5717.04,6093.11
12794,328.98279,126.045,0,0.33193,0.23796,0,0,74.35,78.99,95.23,355.34,925.61,1213.22,900.43,1593.53,2075.48,2376.63,1897.38,1642.89,2059.46,2059.46,1336.18,1887.28,2061.8,776.85,490.29,197.57,427.14,1170.5,2317.12,1671.99,488.82,720.55,616.44,833.5,1388,2675.17,3101.55,402.13,954.52,694.59,514.24
12949,330.23322,1096.41,0,0.24488,0.67536,0,0,320.78,610.02,1141.53,1283.25,1929.23,1242.54,3318.01,142.1,667.27,1487.33,985.67,1936.41,1447.11,1447.11,177.88,952.79,1194.38,2453.27,1180.08,2942.04,2338.72,294.8,419.68,772.75,1207.46,1153.57,1938.29,1553.37,204.71,1291.82,1671.3,1601.42,2974.41,1394.2,1306.2
12968,330.33599,1073.855,0,0.34008,0.63563,0,0,365.83,1245.87,773.31,975.24,3754.65,3712.9,3357.7,261.53,1127.06,807.99,38944.39,38831.96,37665.5,37665.5,331.1,1149.43,997.1,33280.95,34487.9,26903.41,35638.42,27.28,1206.56,880.53,38881.27,2111.72,29072.07,37311.21,268.24,759.57,1181.29,29212.52,39101.71,31069.87,35713.75
13011,331.08043,1178.26,0,0.10754,0.02253,0,0,31.77,38.6,239.11,348.53,512.09,209.9,126.64,29.97,25.32,407.28,291.86,302.79,454.86,454.86,14.86,26.97,359.06,3057.84,4775.92,2512.73,5738.73,28.39,62.71,145.62,2747.8,4906.38,4446.75,6259.84,0,104.17,127.09,1211.5,4857.31,2994.33,5132.31
13024,331.1535,663.3185,0,0.13651,0.33619,0,0,0,0,0,203.83,0,0,259.38,2678.3,3390.67,385.6,2281.3,1794.59,1584.49,1584.49,3036.01,2613.79,1770.49,0,333.45,0,394.9,2794.24,3165.68,3000.75,0,352.38,0,0,2690.09,2938.72,3133.8,0,0,381.06,0
13025,331.15347,609.031,0,0.23643,0.56185,0,0,0,0,118.56,0,830.51,0,307.22,1686.8,2084.41,1400.52,1175.83,1002.61,431.22,431.22,1914.66,1499.94,2625.19,233.19,0,570.17,318.29,1574.65,2070.46,1571.9,736.33,332.6,0,0,1698.73,1700.28,1882.95,865.41,285.77,0,251.8
13027,331.1532,713.1635,0,0.26085,0.12532,0,0,0,0,0,0,0,0,0,109.9,135.35,52.83,206.74,245.66,888.71,888.71,207.47,112.35,73.48,616.17,2194.65,2261.08,1792.07,265.76,59.57,105.44,592.09,2228.77,2831.96,1685.1,139.58,44.76,79.04,250.27,2552.2,2491.33,2896.2
13039,331.18728,1079.835,0,0.29791,0.3356,0,0,20.39,0,0,111.32,386.43,124.55,159.59,5388.85,6612.06,7377.09,7878.99,6156.28,5419.94,5419.94,6197.05,5691.14,9154.53,5166.02,5354.18,3259.57,2169.95,5532.36,6931.89,4978.8,5655.05,5303.53,4352.31,2695.49,5610.67,6114.33,8369.39,6243.63,5271,4654.35,2612.3
13040,331.18735,1003.29,0,0.57543,0.63878,0,0,47.61,102.08,85.82,273.31,135.18,651.02,306.63,2441.31,1857.73,1670.29,1109.81,1184.69,1095.82,1095.82,1652.79,1686.39,1824.75,1382.75,1973.29,968.35,1509.31,1489.51,2637.05,1333.56,1922.35,1917.34,1709.38,1383.27,4203.31,4420.71,2337.22,1737.56,2497.61,2414.1,1635.21
13042,331.18729,1117.44,0,0.35623,0.09012,0,0,78.22,436.39,277.22,643.4,277.16,497.7,623.86,851.89,1169.08,2361.11,1488.82,1129.3,1587.01,1587.01,909.24,991.3,2577.7,4251.76,3948.85,2551.16,2576,1011.33,1530.94,2094.35,6381.46,4676.41,3594.67,1979.3,809.68,1231.55,3119.72,4473.11,5345.1,5263.89,783.68
13060,331.24735,941.143,0,0.03713,0.20374,0,0,6.67,54.85,57.54,0,0,68.13,67.36,2601.56,3749.05,3247.83,2908.48,2805.58,3124.19,3124.19,3200.4,2958.28,3058.35,3223.21,3667.3,3342.86,4460.41,2644.55,3485.7,2741.99,3452.32,2816.73,3824.06,3970.29,2694.01,2706.54,3098.28,3173.86,3142.83,3804.72,3816.7
13074,331.49123,206.76,0,0.59312,0.12074,0,0,0,0,0,0,0,0,0,0,0,41.47,4577.66,7609.44,3619.84,3619.84,0,19.77,39.14,0,0,0,0,0,0,0,0,0,80.3,86.85,0,0,0,84.5,0,0,59.32
13102,332.0251,419.805,0,0.28679,0.03484,0,0,0,0,0,204.83,210.48,0,0,14.47,0,0,0,0,0,0,0,0,0,1748.02,4106.01,2135.33,0,0,0,61.24,3050.83,1830.08,2309.89,153.29,0,0,0,1276.32,676.97,982.22,222.97
